LABEL,DATE_TIME,TEXT,PREPROCESSED_TEXT
1,Sun May 31 05:03:11 2009,"Best sleep ever, have well missed dover st &amp; saturday night lcrs! Absolute shambles 2day though, sunshine with voos &amp; adam soon hopefully ",best sleep ever well miss dover st amp saturday night absolute shall day though sunshine amp adam soon hope
1,Sun May 03 00:30:17 2009,"late nights !  tonight was fun :] man i really liked that cherry ice-cream i had, to bad sal didnt know what it was called :\",late night tonight wa fun man really like cherry ice-cream bad sal know wa call
0,Sat Jun 06 09:49:57 2009,@whitpetey sad  be careful!! praying for forester today. love my postcard- it's on the fridge. good for a reminder!!,whitpetey sad care pray forest today love postcard fridge good remind
1,Thu May 28 21:20:25 2009,@bacieabbracci Cool! He works at Vita-Mix. Beautiful Area. We were up there last Saturday. ,bacieabbracci cool work vitamin beauty area last saturday
0,Sat Jun 06 20:45:22 2009,"I miss you.. Its only been 2 days ago since we've met. I dont kno why, but i really do ",miss 2 day ago since met dont really 
0,Fri Jun 05 13:55:56 2009,I wanna hear what @shiftywooten sounds like ,wan na hear shiftywooten sound like
0,Sat May 09 21:16:37 2009,"Circa 1988 o 1989, I'll be there for you ",circle 1988 1989 
1,Thu May 14 10:03:38 2009,"@polarna10 Well, it's one of those knitting milestones. Good luck, I look forward to seeing it when you're done ",polarna10 well one knit milton good luck look forward see done
0,Sun May 03 20:26:50 2009,#hoppusday ... no longer more important than Swine Flu ,hoppusday ... longer import swine fly
0,Sun May 17 00:32:04 2009,I'm feeling like I just woke up from the dead! ,feel like woke dead
1,Mon May 18 00:48:48 2009,i love eman. i wake her up when im wasted and she talks to me   i don't need the help she thinks i need :L drink up soon love ,love man wake wast talk need help think need l drink soon love
1,Sun Jun 07 01:39:42 2009,"Good morning everyone!  Just about to head off to work!  Will tweet later! Oh, Exam results went up yesterday!  Xxx",good everyone head work sweet later oh exam result went yesterday xxx
1,Wed Jun 03 03:04:33 2009,Working on a Chamber of Commerce document  and happy to boot!,work chamber commerce document happy boot
1,Mon Jun 15 15:36:29 2009,Just finished designing a poster for something big! I will upload it once I find out if I'm hired or not ,finish design poster cometh big unload find hire 
1,Wed Jun 03 07:50:03 2009,Sliding out of bed into FOAM SLIDE FACTORY w/some coffee  http://foamslidefactory.blogspot.com/,slide bed foam slide factor http //foamslidefactory.blogspot.com/
0,Fri May 22 02:23:07 2009,"WP is really making me feel confuse and tired...Haiz....Can't WP feel whai I am feeling right now? WPis a really cold, heartless person ",really make feel confer tire ... hair .... ca feel feel right epi really cold heartless person
0,Mon Jun 15 14:05:53 2009,Hope that Shia and Meg dont leave twitter ,hope ship meg dont leave twitter
1,Mon Jun 15 07:11:33 2009,@dzys rest well and have lotsa fluid ,di rest well lots fluid
0,Sun May 31 16:03:28 2009,@JonesBeach_1988  til wed ,jonesbeach_1988 til wed
1,Sun May 31 06:19:12 2009,@webaddict O'side is better than inland? you must have the prime sun-spot ,webaddict ovoid better inland must prime sun-spot
1,Sun May 03 17:49:13 2009,you guys are going to LOVE me! DVD QUALITY of wolverine streaming online! no need to download or pay to watch  http://tinyurl.com/cp5yhr,guy go love quality wolverin stream online need download pay watch http //tinyurl.com/cp5yhr
0,Sun May 17 08:22:53 2009,"@Dannymcfly danny, don't be evil and say hi for me please  say hi is not require much.. x love u",dannymcfli anna evil say hi plea say hi require much x love u
0,Fri May 29 20:59:55 2009,So ready for the weekend!!! I miss my Boston Celtic boys!!! ,ready weekend miss boston celtic boy
1,Fri May 22 03:31:20 2009,got my hair rebonded!  yey! haha,got hair rebound yes hata
1,Sun Jun 07 07:07:44 2009,@MiriamCheah hello ,miriamcheah hello
1,Sun Jun 07 08:32:30 2009,@shymissez Will be praying for you! Hope you're okay. ,shymissez pray hope okay
0,Sun May 10 08:17:54 2009,"ugh.  I have homework that will take forever due tomorrow, I have to go help my mom for about an hour, and I have to submit my FOB queston",ugh homework take fore due tomorrow go help mon hour submit question
0,Sat Jun 20 08:32:28 2009,Eyes are stingy ,eye sting
0,Sun Jun 21 08:10:45 2009,Direct throw by no wicket  #Pakcricket,direct throw wicket pakcricket
0,Thu Jun 18 11:52:30 2009,@xdahlia Hey! Tried to DM you but you're not following me ,xdahlia hey try follow 
1,Sun Jun 07 14:45:14 2009,Jeeej - uzvara &quot;MonopolÄ?&quot;  | Jeeej - I won the &quot;Monopoly&quot; game ,jewel uvarka quit monopoly quit jewel quit monopoly quit game
0,Mon Jun 22 20:38:06 2009,@Bob_do ????? what r u talking about??  sorry...confused ,bob_do r u talk sorry ... confer
0,Thu Jun 25 05:33:23 2009,Doesn't want to go to geography ,doe want go geography
0,Mon Jun 15 17:44:44 2009,This morning it was POURING &amp; i didnt have a waterproof coat to make it worse my horse's blanket now isnt waterproof and she was soaked. ,wa pour amp waterproof coat make blanket waterproof wa soak
1,Fri Jun 05 16:32:59 2009,I just finished watching &quot;Twilight&quot; for the first time ;) cant wait to watch New Moon!! Im definetly buying New Moon the book  i,finish watch quit twilight quit first time wait watch new moon definetli buy new moon book 
0,Thu Jun 25 03:44:19 2009,@JadeIsla ooooooooooo jadey i found u i found U! i just made this thing and no one is following me  can u follow me plz lol xxxx,jadeisla ooooooooooo jaded found u found u made thing one follow u follow ply xxxi
1,Sun May 03 18:31:03 2009,@BendyWalker yeah I did thanks  you had a good weekend? X x,bendywalk yeah thank good weekend x x
1,Sun May 31 06:35:28 2009,@MisterNoodle i hope it will be ,misternoodl hope 
1,Sat Jun 06 09:21:28 2009,going to enjoy the sunshine such a nice day out ,go enjoy sunshine nice day 
1,Sun May 31 16:13:57 2009,waiting to watch the Wings for an hour then the movie awards!! Is it pathetic that I look forward to them all year long? ,wait watch wing hour move award father look forward year long
1,Fri Jun 05 17:25:22 2009,buyin my tickets to fashion week in the D.  ,buying ticket fashion week 
0,Tue Jun 16 11:25:09 2009,"@khali_blache Awesome about scarf and dinner, sad about hands.  Hands are very important ",khali_blach awesom scarf dinner sad hand hand import
1,Tue Jun 02 06:32:36 2009,"@tommcfly when you play the summer shows, can you at least play one old song from wonderland / rottf thats not been played in ages pls?  x",tommcfli play summer show least play one old song wonderland roof play age x
0,Fri May 29 12:41:14 2009,I don't feel so good after eating all that food  ugh.,feel good eat food ugh
0,Fri Jun 19 21:02:12 2009,@ItsIan How? I've never broken a bone. That must suck. ,indian never broken bone must suck
1,Sun May 31 23:37:48 2009,@Adrienne_Bailon if u could follow me it would be awesome ,adrienne_bailon u could follow would awesom
1,Fri May 22 02:57:52 2009,@dmclain55 ubertwitter is better.  Slacker is better.  And of course workexpress ,dmclain55 ubertwitt better slacken better workexpress
1,Sat Jun 06 13:24:46 2009,"Ahhhh, I just took the best nap everrrr ",ahahah took best nap everrrr
1,Sun May 31 06:29:28 2009,@David_Weaver - thx  We REALLY pride ourselves on product &amp; support as our testimonials will speak http://tinyurl.com/n7wk2x,david_weav really pride product amp support testimony speak http //tinyurl.com/n7wk2x
0,Mon May 04 05:43:53 2009,@sandysaikman there r others in bldg but the office I sit in all day is huge and empty now! ,sandysaikman r old office sit day huge empty 
1,Sun May 31 17:04:01 2009,@vinifico I like your new digs!  Enjoy your red stripe ,vinifico like new dig enjoy red strike
1,Wed Jun 03 04:22:01 2009,"@Esme_Cullen23 Hi Mom   im well, missing emmett as usual he always goes hunting without me lol wheres dad",esme_cullen23 hi mon well miss emmett usual away go hunt without dad
0,Wed Jun 03 09:09:01 2009,I really hope they find the black box for Air France  http://tinyurl.com/pemwuh,really hope find black box air france http //tinyurl.com/pemwuh
0,Fri Jun 19 17:51:04 2009,baking store = fail. does it even exist? drove all the way in traffic to the address to not see it.  sadness.,bake store fail doe even exist drove way traffic address see sad
0,Sun Jun 21 04:55:36 2009,@theodorainish not really..  i'm down with some kind of weird viral flu..,theodorainish really kind weird vital fly 
1,Sat May 30 09:19:24 2009,@S_Wash i love that commercial. ,swash love commerce
1,Mon Jun 15 16:16:47 2009,"@knittingknots I do the same but with baseball... Can't stand to watch it @ home, but going to the stadium is a totally different matter ",knittingknot based ... ca stand watch home go stadium total differ matter
1,Sat May 30 18:26:48 2009,Stop mosh and roll ,stop roll
0,Fri May 22 04:36:26 2009,@MsrnbJazz having troubles with the default again eh? ,msrnbjazz trouble default eh
1,Mon Jun 15 09:56:25 2009,Special Tour Dates now  On myspace.com &gt;&gt; http://twurl.nl/8tb0wf,special tour date myspace.com http //twurl.nl/8tb0wf
1,Mon Jun 15 06:07:19 2009,i turned kats lava lamp on. its mesmerising  and pink. which is always a plus. the silver glitter in it is the added bonus ,turn lava lamp mesmeri pink away plus silver glitter ad bone
1,Mon Jun 01 15:37:28 2009,@simplyshannon AWESOME!!! ,simplyshannon awesom
1,Fri May 22 02:20:50 2009,Lots of huge server cabinets full of hot-swappable drives have arrived in the warehouse this week.  All very modern! Thanks Mr C ,lot huge server cabinet full hot-swapp drive arrive wares week modern thank mr c
0,Mon Jun 01 15:11:00 2009,@reemerband Booo (: Ive Realised Ive Never Had A Tweet For You!! I Feel Left Out  Kayley xxx,reemerband book give real give never sweet feel left valley xxx
1,Sun Jun 07 17:47:09 2009,"@HAM_DIGGS ahhhh no way, lol, its a local favorite spot in the 'litos.  ",ham_digg ahahah way local favorite spot lit
1,Sun May 03 05:58:45 2009,"@angieelenis I dont have a channel yet. I just contribute to some. But I will have my own soon. I would like to watch yours, until then ",angieeleni dont channel yet contribute soon would like watch 
0,Fri Jun 19 23:42:13 2009,Arr sore throat ,sore throat
1,Wed May 27 07:19:23 2009,"@pnay Hey, Don't knock cake! I love cake! That's just about all our heroine, Precious, has on the No. 1 Ladies Detective Agency. ",pay hey knock cake love cake heroin precious ha 1 laid detect agent
0,Sun May 31 05:53:12 2009,I don't wanna work ,wan na work
1,Thu May 14 02:31:16 2009,"@rustyrockets hiya gorgeous, will you be gracing us with your presence today, many of us are missing you  xxx",rustyrocket gorgeous grace us present today man us miss xxx
0,Thu May 28 20:43:01 2009,"@micheleeeex And since I am going to VB and NC, he won't come out then either. Esp since he used up all his fan love in Ohio. ",micheleeeex since go wo come either esp since use hi fan love ohio
1,Sun Jun 07 02:43:51 2009,@ozdj You must be pretty fit ;-) 736.6kms! Nice ,old must pretty fit 736.6km nice
0,Sat Jun 06 23:45:04 2009,There is way too much drama on here for me  I'm just not down with it ,way much drama 
1,Sun Jun 07 19:38:14 2009,Algebra exam tomorrow &amp; then Paramore and No Doubt Concert!!! ,algebra exam tomorrow amp paramore doubt concert
1,Sun Jun 07 13:05:03 2009,@verity_lola ...you were a cricket fan till I see the comment on my blog.  Glad I finally have someone to talk to about it!!! ,verity_lola ... cricket fan till see comment blow glad final someone talk 
0,Fri Jun 05 19:35:40 2009,"@PeterM11 seriously, and there aren't enough of them these days. ",peterm11 serious enough day
0,Mon Jun 15 00:48:30 2009,on the way to soekarno-hatta airport :3 jakarta is soo damn hot ,way soekarno-hatta airport makarka damn hot
0,Sun May 03 17:48:08 2009,@jaleesaja: but im not happy... lol. im soooooo confused.!   live.LAUGH.&lt;3.,jaleesaja happy ... soooooo confused live.laugh. 3
0,Sun May 31 08:34:36 2009,@rafaqat Don't have it I'm afraid. Guy at work showed it to me. Not the kind of thing I like to watch if truth be told ,rafaqat afraid guy work show kind thing like watch truth told
0,Tue Jun 16 17:29:44 2009,@XChadballX ...joel's right... epic fail of a movie  sryyy  ,xchadballx ... joel right ... epic fail move sryyi
1,Fri May 29 14:47:01 2009,"business+pleasure, I just love it ",business+pleasur love 
1,Wed Jun 03 05:14:36 2009,@Romeothecat  Fur Fail.,romeothecat fur fail
0,Thu Jun 18 08:26:45 2009,my friends wont never know how much i love them!! ,friend wont never know much love 
1,Wed Jun 03 04:42:13 2009,"Hunks get more sex, but there's a price to pay http://bit.ly/5JFuk love the He Man pic ",hung get sex price pay http //bit.ly/5jfuk love man pick
0,Sun May 31 16:26:10 2009,is going to be late to the cubbies game  unless the cta is kinder to @thebiglib then it has been to me in the past!,go late cuba game unless cat kinder thebiglib ha past
1,Fri May 29 23:42:40 2009,@jasontancy thanks jason. have a great sat too ,jason thank jason great sat 
1,Sun Jun 14 22:49:46 2009,watching camp rock for the 859407 millionth time ,watch camp rock 859407 millionth time
0,Fri May 22 04:41:59 2009,"Bus left, Veronnica left, Mom has no car  Would one of you like to give me a ride to school?  ...... please? ;_;",bu left veronnica left mon ha car would one like give ride school ...... plea
1,Sun Jun 07 03:35:51 2009,@_xbianca Your fringe looks great ,_xbianca bring look great
0,Sat Jun 06 18:26:40 2009,@RODDYBOTTUM You and boys have a safe journey over. See on Friday. Currently sat in a room with peeps singing karaoke with no FNM ,roddybottum boy safe journey see friday current sat room peep sing karay nm
0,Sun May 31 06:27:40 2009," i don't know, darlin. I'm so sorry. I wish i had what you need to make everything right.",know darling sorry wish need make every right
0,Sun May 31 11:58:55 2009,I have meetings tomorrow  oh no! Boriinngggg!,meet tomorrow oh boriinngggg
0,Fri May 29 09:42:10 2009,waiting for @nickyjames to wake up...... hazin a sad  ,wait nickyjam wake ...... bazin sad
0,Sun Jun 07 17:47:52 2009,"animal hospital, we think brandy broke her foot ",aim hospital think brandy broke foot
1,Sun May 17 11:35:55 2009,@LeosGifted1 Bout Time Lame...lol Good now I can Tweet you allllll day ,leosgifted1 bout time lame ... good sweet allllll day
0,Mon May 18 06:44:17 2009,So stressed about last exam.. ,stress last exam 
1,Fri Jun 05 18:25:57 2009,@msallied I wonder how *I* can get noticed by one of them! ,small wonder get notice one 
0,Fri Jun 19 12:02:16 2009,two more days and im off to japan! nooo ,two day japan noon
1,Fri May 22 03:19:45 2009,being dumped by my partner! ,dump partner
1,Sat Jun 06 10:20:16 2009,havin breakfast on st pete beach w/my baby  xo,breakfast st peter beach semi baby 
1,Fri May 29 22:06:16 2009,@erika_gerdemark the same thing happened to me ,erika_gerdemark thing happen 
1,Sun Jun 07 20:43:32 2009,"I seriously want to tell this girl to leave him alone on Friday, yet I don't want to get involved. Thoughts, tweeters? ",serious want tell girl leave along friday yet want get involve thought sweeter
0,Fri May 29 21:10:07 2009,@RecoverHealth Appreciate it ... but unfortunately link isn't working ,recoverhealth appreci ... unfortun link work
0,Fri May 22 03:25:26 2009,Off to the airport...ughhh i HATE mornings ,airport ... ugh hate 
0,Mon Jun 01 07:08:46 2009,says Server too busy. Yadda yadda. What's next? Why am I so grumpy?  http://plurk.com/p/xnsr2,say server busy yard yard next grumpy http //plurk.com/p/xnsr2
0,Sun May 31 19:35:34 2009,I'm beginning to suspect that this phone has a faulty battery ,begin suspect phone ha fault battery
1,Sun May 31 02:25:40 2009,@savagestar @SmashMe_EraseMe I'm hoping it's some of these trying to sell me stuff who finally gave up all hope ,savagestar smashme_erasem hope try sell stuff final gave hope
0,Sat Jun 06 03:07:51 2009,"Got home last night from the hospital, it was a long week  hopefully i dont have to go back anytime soon",got home last night hospital wa long week hope dont go back anti soon
1,Sat Apr 18 15:40:06 2009,Spending quality time with my baby niece Hailey bailey  love her so much. She brightens my day.,spend quality time baby nice hailed bailey love much brighten day
0,Fri Jun 19 02:37:34 2009,getting maccas for dinner. havent had it in ages. i feel like a fatty ,get march dinner age feel like fatty
0,Mon May 04 02:40:51 2009,@NathanFillion Is Castle going to be cancelled?? ,nathanfillion cast go cancel
0,Sat Jun 06 21:55:11 2009,chillin @ tha buzzin house i gotta go home  bout tah get n da cab  aww i wanted 2 do tha water fight,chill buzzing got ta go home bout ah get n da cab www want 2 water fight
1,Wed Jun 03 02:51:00 2009,Jus browsin thru twitter ryt nw  although no1 i kno iz actually on diz =(,j browsing thou twitter rye although actual 
1,Mon Jun 15 01:14:51 2009,uploading rest of pics to flickr and then doing the website  check out http://flickr.com/labelsphotography!,unload rest pick flick west check http //flickr.com/labelsphotographi
0,Fri May 29 23:08:52 2009,feeling a little ,feel little
1,Sat Jun 06 13:28:49 2009,Follow Chris Crocker!  @chrishasboobs http://bit.ly/WdBZk,follow chris crockery chrishasboob http //bit.ly/wdbzk
0,Sat Jun 06 08:44:25 2009,@aprealbrooke  I'm so jealous!! ,aprealbrook jealous
0,Mon Apr 20 23:54:55 2009,i think spoon is sick ,think spoon sick
0,Sun Jun 07 15:49:52 2009,@doubleickey same thing happens to me allll the time. its real annoying ,doubleickey thing happen time real annoy
1,Sat May 30 08:55:23 2009,"@kerryberry Happy, happy anniversary! I cannot believe that it's been a year already. ",kerryberri happy happy anniversary believe year already
0,Sat Jun 20 09:42:19 2009,my mood is slippin'....someone do something nice for me! @brooklynblack where u at? ,mood slipping .... someone cometh nice brooklynblack u 
1,Sat Jun 06 01:05:18 2009,Funnnn night!! Intense ending..and dodgers won!! ,funny night intent end lodger 
1,Sat Jun 06 12:40:32 2009,Just finished washing my car with the help of my baby ,finish wash car help baby
0,Fri Jun 19 10:59:23 2009,@suaveguy321 a lot of people do but the ones that don't say it uses to much battery ,suaveguy321 lot people one say use much battery
1,Sun May 31 04:40:38 2009,"@doctorpancreas pls follow me @drwiz , sorry for the trouble ",doctorpancrea follow drain sorry trouble
1,Sun May 17 21:12:46 2009,http://twitpic.com/5esg1 - thank you guys!!  these are still unedited but yay!,http //twitpic.com/5esg1 thank guy still credit may
1,Fri May 29 17:28:55 2009,"@Jah423 Locs-me too, my boo gettin some ",jah423 locs-getting 
0,Fri Jun 19 14:00:26 2009,"WOW YouTube is down for maintenance and will be back shortly, the world is just not the same ",youth maintain back shortly world 
0,Mon May 04 07:13:38 2009,"@bobshrunkle When I clicked on that link, I expected to see a picture of myself or my Facebook...something. ",bobshrunkl click link expect see picture facebook ... cometh
0,Tue Jun 02 21:21:04 2009,@JessiWithoutYou   ,jessiwithouti
1,Sun May 17 23:15:59 2009,@Anansha yeh kind of.... I found a flat and all just haven't had the chance to live in it yet! the weather is gorgeous out here ,anansha yes kind .... found flat chance live yet weather gorgeous 
0,Fri May 22 06:39:22 2009,TinyTwitter don't want to work on my mobile ,tinytwitt want work mobile
1,Sun Jun 07 02:24:25 2009,Words cannot describe. ,word describe
1,Fri Jun 05 15:11:24 2009,@janjohannesson bedtime for Gonzo too ,janjohannesson bedtime gone 
1,Mon Jun 01 03:48:53 2009,NO MORE MATHS!! No longer will I have to care about the circumference of circles and finding missing angles...  study leave is good! ,path longer care circuit circle find miss angel ... study leave good
1,Fri May 29 00:19:43 2009,I love that you hate me ,love hate 
0,Fri May 22 08:40:43 2009,Getting ready for work....Jason says I have to go in even if I don't feel good ,get ready work .... jason say go even feel good
1,Mon Jun 15 07:03:44 2009,doing work  almost done schooooool finally!,work almost done schooooool final
0,Mon Apr 20 02:42:15 2009,Moving early tomorrow morning..  I want sleep!,move early tomorrow want sleep
1,Wed Jun 03 07:09:12 2009,You do now ,
0,Sat Jun 20 03:16:24 2009,gutted not to be at mcfly today. and for not seeing my best friend on her birthday. and to have the biggest amount of coursework to do D: ,gut coli today see best friend birthday biggest amount coursework 
0,Fri Jun 05 09:21:10 2009,@jonbon88 how you doing? seems like long time no spk  lol u working tonight? Xxxxxx,jonbon88 seem like long time spy u work tonight xxxix
1,Fri Jun 05 17:17:28 2009,come and follow me    xx,come follow xx
1,Mon Jun 01 09:13:47 2009,is brazil tommorow ,brazil tomorrow
1,Tue Jun 16 03:00:59 2009,"@EQFacebookGRP thanks Mandy, it worked ",eqfacebookgrp thank mundi work
0,Wed Jun 03 00:13:31 2009,awww my neck hurts!! ,www neck hurt
1,Sun Jun 14 22:33:41 2009,@Aubreeeey You already knoww hoe  I misss ya 'babygirl'! Hahaha,aubreeeey already know miss 'babygirl havana
0,Sun Jun 21 05:02:19 2009,@mxbx you didn't like the pic I sent you yesterday? ,mob like pick sent yesterday
1,Sun May 17 23:56:31 2009,@julia062 Oh! I like Wo De Kuai Lai. Haha. What's your multiply? ,julia062 oh like wo de guai law hata multiple
1,Fri May 29 10:32:43 2009,"@SharenWatson I was there in spirit, Sharen.  ",sharenwatson wa spirit share
0,Sun May 31 19:12:22 2009,I had such an amazing weekend!!!!!!  Summer class starts tomorrow ,may weekend summer class start tomorrow
0,Sun May 31 23:12:22 2009,"hoping my earache stops before i try to go to sleep. i don't remember having them as a kid, but seem to get them a lot lately. ",hope earache stop try go sleep remember kid seem get lot late
0,Sun Jun 14 23:24:01 2009,@onicajay my turn right i downloaded wont work  EMO TIME!,onicajay turn right download wont work em time
1,Mon May 18 05:55:38 2009,"@irishdeafkids hi Caroline thanks for following &amp; thanks for the blog post about the SPWC, I just read it ",irishdeafkid hi carolina thank follow amp thank blow post saw read 
1,Mon Jun 01 15:57:30 2009,"@PhantomsAreLame our names fit together perfectly  also thank you for the free track, any chance on a new EP? &quot;Late&quot; on discotexas was ace",phantomsarelam name fit together perfectly also thank free track chance new quit late quit discotexa wa ace
0,Sun Jun 07 04:45:12 2009,My poor brother is now trying to dry his shirt with a beer towel! We're both freezing cold  now   http://twitpic.com/6tnnx,poor brother try dry hi shirt beer towel free cold http //twitpic.com/6tnnx
0,Fri Jun 19 02:49:42 2009,Ugh awake in bed on my day off...it's too early to be awake! Icky hangover from last night ,ugh away bed day ... early away ici hang last night
1,Mon Jun 01 11:04:15 2009,@Jerzygrllys who's your favorite band? ,jerzygrlli favorite band
0,Wed Jun 03 06:12:27 2009,Is Extremely Bored ,extreme bore
0,Sun May 31 01:23:26 2009,I got outbid on that eBay auction ,got outside bay auction
1,Wed Jun 03 02:16:13 2009,"THANKS  @technicalfault @ramrod_newell @MaryKunzGoldman, @sicklittlefox @thsteininger @joanpatrick @lucypope @infiniteemily @Cathvontrapp",thank technicalfault ramrod_newel marykunzgoldman sicklittlefox stein joanpatrick lucypop infiniteemili cathvontrapp
1,Sun May 10 19:21:10 2009,had a dream that 2 sri lankan girls came as exchange students and we got umbelievably close i went back to sri lanka with them! ,dream 2 sir landau girl came exchange student got unbelief close went back sir lank 
1,Sat May 30 18:28:18 2009,I woke up.. and nobody was home :s so i ate chocolate cake for breakfast ,woke nobody wa home ate school cake breakfast
0,Fri Jun 05 15:38:39 2009,how do youu change your picture? I tried to... But it didn't let me ,change picture try ... let 
0,Sun Apr 19 02:05:29 2009,"Corked leg from footy at bicentennial  time to work...,",cork leg foot bicentenni time work ...
0,Sun May 03 04:36:48 2009,I wish you could order chocolate to be delivered like pizza. 'Chocolate Hut' or 'Chocimos' - baby in bed so can't go out ,wish could order school devil like penza school hut 'chocimo baby bed ca go 
0,Sun May 31 04:19:43 2009,@ranga91 And it only allows one usable IM address per contact too ,ranga91 allow one usual address per contact 
0,Mon May 18 03:07:42 2009,Sleepin all day ,sleeping day
0,Wed Jun 24 22:55:44 2009,Ow! My wrist hurt ,wrist hurt
0,Mon Jun 15 18:48:58 2009,Beware: NEVER ORDER ANYTHING FROM CIRCUTCITY! They are horrible. This is a warning  hehe,bear never order circuit horrible warn 
1,Sun May 31 07:54:47 2009,i am feeeeeeeeeeeeeeling pretty darn good. ,feeeeeeeeeeeeeel pretty dark good
0,Sun May 31 10:23:25 2009,"I'm officially sick this morning... woke up all stuffy, not good considering the week I have ahead of me ",office sick ... woke stuff good consider week ahead 
0,Sun Jun 07 17:04:33 2009,My mimi is in the hospital ,mimi hospital
1,Mon May 18 07:28:19 2009,@bigwormy hey Worm! It's my birthday today! ,bigwormi hey worm birthday today
1,Fri May 22 04:18:21 2009,@joe_hill I have to come up with a witty and intelligent question now ,joe_hil come witty intellig question 
1,Wed Jun 03 03:21:04 2009,"@Pazzafied you get early entries into concerts, exclusive stuff and yeahh. ",pazzafi get early entry concert exclude stuff yeah
1,Mon Jun 15 17:09:13 2009,@promedia hope he loves it even if it isn't a surprise ,promedia hope love even surprise
1,Sat Jun 06 21:05:04 2009,"@jennieaguirre yeah, i got the new TBS album. it's great ",jennieaguirr yeah got new album great
1,Thu May 28 21:12:24 2009,@SecretLifeFAN22 It's okay.  We just had a huge thunderstorm! It was amazing!,secretlifefan22 okay huge thunderstorm wa may
1,Sun Jun 07 21:04:06 2009,@Cuddlebum if there's anything I've learned its to b positive and have faith..sometimes clarity comes when u least expect it ,cuddlebum learn b post faith sometime clarity come u least expect 
1,Fri Jun 05 09:29:11 2009,@joshuamarch Congrats  Enjoy your weekend ,joshuamarch contrat enjoy weekend
1,Mon May 18 00:44:34 2009,"I'll try to go to sleep, but if I can't I'll be back.  haha.",try go sleep ca back hata
1,Sun Jun 07 14:16:53 2009,"I'm off to bed. Gonna dye my hair tomorrow, what colour? Answers on postcard ",bed na dye hair tomorrow colour answer postcard
0,Tue Jun 16 01:10:08 2009,"@SexyKellyC Yes, very sad. ",sexykellyc ye sad
1,Sun May 10 05:58:09 2009,"@Lady_Twitster no I don't need that crap...good night, and will speak to u tomorrow!!! ",lady_twitst need cap ... good night speak u tomorrow
1,Sun Jun 07 07:36:01 2009,NEW COVER UP of Try - Jesse Barrera for @jessebarrera &quot;Try&quot; Cover Contest! Check it out!  http://bit.ly/DmvFY,new cover try less barrier jessebarrera quit try quit cover contest check http //bit.ly/dmvfi
0,Mon Jun 22 14:07:17 2009, sorry my twats are all complaints. But i don't want to go to the ER. ,sorry complaint want go er
1,Sun May 03 00:51:04 2009,Got to go to bed. Started 3 layouts. Will code them tomorrow. ,got go bed start 3 layout code tomorrow
0,Sun May 31 06:10:27 2009,Spending the day with my bff @tchapman85. She's leaving me next week and taking my baby with her ,spend day tchapman85 leave next week take baby 
1,Mon Jun 01 01:09:58 2009,"@thelarssan sure, why not! Don't worry, be happy ",thelarssan sure worry happy
0,Mon May 18 04:35:19 2009,"@JMC_Ministries Churches aren't involved as we r called 2b thru Christ. If we were, there wouldn't b need 4 shelters/food banks. ",jmc_ministri church involve r call b thou christ would b need 4 shelters/food bank
1,Mon Jun 15 08:14:29 2009,@mydarlingemma I can really stalk short stack  well. kind of. when they come to perth I will  but panic all live 9000- miles away D:&lt;,mydarlingemma really stalk short stick well kind come perch panic live 9000- mile away 
1,Sun May 31 04:42:58 2009,@Honest_bAbe Morning to you too and thanks I like it too ,honest_bab thank like 
0,Fri May 29 17:21:30 2009,@lolbethie that sounds great right about now. It's ridiculously hot in my house ,lolbethi sound great right ridicule hot 
1,Sun May 17 23:10:02 2009,I seriously want donuts right now!! eeeeeek! ,serious want dont right eeeeeek
1,Fri Jun 05 08:43:48 2009,hey remember me Sandy from Homestead ,hey remember sand homestead
1,Mon Jun 15 09:52:42 2009,@djalizay i soooo txted u back! u asked was i n dc already i said nah @ 8pm....im alwys n dc tho! so u gna be seein me ,djalizay soon tried u back u ask wa n already said ah pm .... ali n u na seen 
1,Thu May 28 23:25:11 2009,"@1_50_1 LOL! You're a cheeky boy! Ok, I'll see what I can do with your music - I might be able to get it around YAY! ",1_50_1 cheeks boy ok see music might get around may
1,Mon Jun 15 16:13:06 2009,@niteguardianx  thank you!  As soon as I get more I will put them up.,niteguardianx thank soon get put 
0,Tue Jun 16 18:41:50 2009," now my DMs R not working, and MrTweet won't let me recommend ppl, boy I need a new computer! LOL",r work mrtweet wo let recommend pp boy need new compute 
1,Wed Jun 03 09:17:54 2009,@dannidanishyo haa! Wow that must be so hard! U work at a bakery? I live bakeries! I'm doing ok. Hope your work day goes by fast ,dannidanishyo must hard u work baker live baker oka hope work day go fast
0,Wed Jun 17 07:39:50 2009,@R2E2 sorry your refill experience wasn't a good one  contact us on our website www.bondno9.com to make sure your in our data base!,red sorry refill expert wa good one contact us west  make sure data base
0,Fri May 29 01:04:52 2009,I think I've forgotten to mention some people on my video ,think forgotten mention people video
0,Mon Jun 15 11:48:12 2009,he can be grieved though...Grieved:  to cause to suffer.  ,grief though ... grief suffer
1,Thu May 14 02:47:11 2009,@mikap  we have coffee and cookies ready for you  ,map cook ready 
1,Mon Apr 20 22:56:00 2009,"@kelliv86 haha. enjoying it for sure. How bout you? Btw, the brownies I made were amaaazing! We'll have to bake together sometime. ",kelliv86 hata enjoy sure bout bow brown made amaaaz bake together sometime
1,Fri Jun 05 15:31:35 2009,@Nelawish ,nelawish
