an,ap,ar,as,br,ch,ct,date,dateymd,dd,dl,dn,ga,gj,hp,hr,jh,jk,ka,kl,la,ld,mh,ml,mn,mp,mz,nl,or,pb,py,rj,sk,status,tg,tn,tr,tt,un,up,ut,wb
19,3787,41,96,537,69,1600,29-Nov-20,2020-11-29,0,6325,3,135,1451,940,2794,214,491,1530,5861,82,0,4362,126,198,1508,15,174,707,664,72,2556,35,Recovered,948,1471,0,45152,0,2618,278,3445
0,7,3,1,6,2,10,29-Nov-20,2020-11-29,0,68,0,1,16,12,26,0,5,15,27,0,0,85,0,10,13,0,0,4,15,0,18,1,Deceased,4,9,0,444,0,24,8,54
6,381,13,159,457,67,1324,30-Nov-20,2020-11-30,0,3726,0,159,1502,515,1604,167,370,998,3382,12,0,3837,70,135,1383,2,27,418,553,33,2677,4,Confirmed,593,1410,54,31179,0,2015,455,2671
13,934,47,110,547,144,2309,30-Nov-20,2020-11-30,0,5824,6,150,1401,855,2120,288,483,2209,6055,80,0,4196,75,165,1576,59,188,809,572,52,2762,23,Recovered,1058,1456,162,42282,0,2472,352,2730
0,4,0,0,5,1,21,30-Nov-20,2020-11-30,0,108,0,1,20,10,27,1,9,13,21,1,0,80,0,8,10,0,0,5,27,1,20,1,Deceased,3,9,0,482,0,19,9,48
8,685,14,222,482,128,1893,01-Dec-20,2020-12-01,0,4006,2,161,1477,709,1871,181,454,1330,5375,62,0,4930,65,198,1357,22,23,378,618,52,2347,42,Confirmed,502,1404,31,36474,0,1657,473,3315
16,1094,45,135,567,103,2164,01-Dec-20,2020-12-01,0,5036,3,128,1547,761,2461,227,503,886,6151,76,0,6290,158,152,1683,73,108,669,812,72,3007,5,Recovered,894,1411,34,43208,0,2059,538,3340
0,4,0,0,4,1,31,01-Dec-20,2020-12-01,0,86,0,2,15,21,28,5,8,14,26,2,0,95,1,8,10,1,0,5,14,1,19,1,Deceased,3,10,0,501,0,27,7,52
5,663,24,173,680,105,1648,02-Dec-20,2020-12-02,0,3944,4,117,1512,633,1607,206,452,1440,6316,146,0,3350,79,147,1439,22,45,480,599,59,1990,40,Confirmed,565,1428,38,35506,0,1763,516,3271
17,1159,32,138,636,106,1205,02-Dec-20,2020-12-02,0,5329,5,64,1570,1027,2646,262,403,983,5924,77,0,3796,60,219,1838,12,164,660,518,65,3235,23,Recovered,925,1398,57,40908,0,2607,473,3275
0,7,0,2,6,3,27,02-Dec-20,2020-12-02,0,82,0,3,14,11,32,2,6,16,28,0,0,111,2,2,17,0,0,6,21,1,19,1,Deceased,1,11,2,526,0,29,13,51
6,664,28,165,571,75,1555,03-Dec-20,2020-12-03,0,3734,0,124,1540,837,1635,233,582,1446,5376,68,0,5182,51,146,1450,12,29,434,756,40,2086,28,Confirmed,609,1416,39,36574,0,1920,491,3246
14,835,37,177,502,173,1982,03-Dec-20,2020-12-03,0,4834,1,119,1427,544,2760,208,419,894,5590,71,0,8066,87,235,1569,63,52,629,706,27,3232,8,Recovered,873,1413,58,42991,0,1696,433,3257
0,11,0,2,7,3,22,03-Dec-20,2020-12-03,0,82,0,3,13,18,32,6,10,13,31,0,0,115,2,3,13,0,0,5,20,1,20,0,Deceased,3,14,0,541,0,31,12,49
13,599,19,169,619,111,1579,04-Dec-20,2020-12-04,0,4067,0,94,1510,803,1602,219,544,1247,5718,41,0,5229,62,155,1324,7,22,377,724,46,1934,47,Confirmed,631,1391,33,36711,0,1951,618,3206
14,913,36,121,605,161,1513,04-Dec-20,2020-12-04,0,4862,2,124,1627,578,2770,206,647,877,5496,37,0,6776,78,273,1556,35,239,642,643,62,3141,7,Recovered,802,1426,68,42359,0,2247,560,3215
0,6,1,2,6,3,15,04-Dec-20,2020-12-04,0,73,0,0,18,13,19,1,12,13,29,1,0,127,2,1,14,0,1,5,20,1,19,1,Deceased,2,15,0,511,0,29,10,52
5,630,17,157,573,98,1583,05-Dec-20,2020-12-05,0,3419,2,115,1514,905,1557,196,501,1325,5848,108,0,4922,97,166,1352,25,35,409,636,44,2076,21,Confirmed,596,1366,24,36010,0,1833,680,3175
5,882,20,163,758,141,1380,05-Dec-20,2020-12-05,0,4916,1,118,1535,945,2551,288,469,1400,5820,84,0,5834,73,210,1449,24,0,605,671,52,3198,9,Recovered,921,1407,62,41885,0,2230,457,3207
0,4,0,2,5,2,21,05-Dec-20,2020-12-05,0,77,0,1,15,13,25,1,12,12,32,0,0,95,0,4,12,0,0,5,23,0,20,3,Deceased,3,15,0,482,0,23,8,49
11,667,11,97,585,101,1229,06-Dec-20,2020-12-06,0,2706,1,112,1455,553,1498,92,531,1321,4777,53,0,4757,73,216,1455,21,39,393,802,35,2089,26,Confirmed,622,1320,31,33178,0,1932,424,3143
8,914,24,84,572,60,702,06-Dec-20,2020-12-06,0,4622,1,131,1485,520,1887,134,366,889,5217,81,0,7486,61,193,1585,17,4,570,623,62,2818,6,Recovered,993,1398,59,39078,0,1993,346,3167
0,9,0,4,3,2,12,06-Dec-20,2020-12-06,0,69,0,1,17,11,24,7,4,10,28,0,0,40,2,7,11,0,1,6,10,0,20,0,Deceased,2,16,0,390,0,24,4,46
15,316,20,166,439,86,1423,07-Dec-20,2020-12-07,0,1674,4,90,1380,739,1392,179,280,998,3272,3,0,3075,77,152,1452,2,39,368,613,26,1927,6,Confirmed,517,1312,6,26227,0,1453,512,2214
7,595,48,131,679,85,1861,07-Dec-20,2020-12-07,0,3818,1,154,1568,1106,2140,214,386,1601,4705,97,0,7345,120,149,1390,33,5,607,886,25,2664,17,Recovered,862,1389,42,39293,0,1861,471,2231
0,5,0,2,2,2,21,07-Dec-20,2020-12-07,0,63,0,3,14,7,23,2,9,11,23,1,0,40,0,3,10,0,0,7,19,1,19,2,Deceased,2,16,1,386,0,20,10,48
5,551,22,94,684,126,1467,08-Dec-20,2020-12-08,0,3188,5,159,1325,504,1391,182,470,1280,5032,73,0,4026,96,171,1345,32,61,349,492,41,1604,13,Confirmed,682,1236,28,32083,0,1776,632,2941
16,744,37,102,674,82,1525,08-Dec-20,2020-12-08,0,3307,2,146,1531,808,1557,188,524,1019,4735,42,0,6365,113,169,1497,8,8,523,792,45,2380,20,Recovered,761,1330,15,36583,0,2111,436,2971
0,4,0,2,3,3,15,08-Dec-20,2020-12-08,0,57,0,0,15,14,13,0,6,13,31,1,0,53,2,2,11,0,1,6,30,0,20,0,Deceased,3,13,0,402,0,23,12,49
5,618,24,146,690,83,1421,09-Dec-20,2020-12-09,0,2463,3,101,1318,729,1400,191,369,1279,4875,76,0,4981,101,138,1272,9,29,386,597,28,1511,24,Confirmed,721,1232,20,31637,0,1326,515,2956
0,785,7,178,707,147,1146,09-Dec-20,2020-12-09,0,4177,0,132,1550,819,1588,202,342,3218,4647,48,0,5111,169,135,1323,18,62,442,530,46,2577,19,Recovered,753,1315,44,37693,0,2022,425,3009
0,3,0,1,3,1,13,09-Dec-20,2020-12-09,0,50,0,2,13,12,26,3,6,20,35,0,0,75,0,7,8,0,0,5,16,0,17,0,Deceased,3,14,0,413,0,20,13,47
8,538,18,140,595,88,1518,10-Dec-20,2020-12-10,0,1575,0,95,1270,773,1250,173,366,1238,4470,26,0,3824,75,151,1319,7,94,343,628,24,1592,26,Confirmed,643,1220,31,29411,0,1662,830,2801
5,558,42,165,442,103,1934,10-Dec-20,2020-12-10,0,3307,1,159,1465,375,1501,220,526,5076,4847,70,0,5008,28,96,1307,8,18,458,503,18,2339,27,Recovered,805,1302,35,37707,0,1495,513,2951
0,2,0,1,4,1,16,10-Dec-20,2020-12-10,0,61,0,0,12,8,26,2,8,12,26,0,0,70,1,0,7,0,1,5,27,2,15,0,Deceased,2,17,0,411,0,24,12,49
7,520,18,127,618,92,1491,11-Dec-20,2020-12-11,0,2385,1,104,1223,651,1065,174,434,1210,4642,41,0,4268,59,174,1222,23,32,387,543,43,1473,27,Confirmed,612,1235,21,29961,0,1561,725,2753
7,519,424,149,674,134,2477,11-Dec-20,2020-12-11,0,2402,3,130,1403,770,1812,168,422,1807,4748,17,0,2774,44,144,1347,30,66,408,651,48,2768,31,Recovered,502,1311,46,33492,0,1875,508,2873
0,2,0,1,5,1,14,11-Dec-20,2020-12-11,0,60,0,0,13,20,23,2,11,16,29,1,0,87,1,2,9,1,0,4,29,2,14,1,Deceased,3,17,1,442,0,14,9,50
7,510,7,152,596,70,1632,12-Dec-20,2020-12-12,0,1935,0,70,1204,597,1008,189,419,1203,5949,26,0,4259,98,177,1282,17,42,335,480,38,1307,26,Confirmed,635,1218,18,30354,0,1410,728,2710
6,665,17,118,575,92,1322,12-Dec-20,2020-12-12,0,3191,2,144,1338,737,1365,273,430,1531,5268,60,0,3949,50,116,1418,16,64,405,654,59,2193,24,Recovered,565,1296,35,33087,0,1761,435,2913
0,3,0,0,5,1,16,12-Dec-20,2020-12-12,0,47,0,2,12,10,11,0,7,11,32,0,0,80,1,2,9,0,0,4,21,0,14,0,Deceased,4,13,1,391,0,31,10,44
13,506,9,73,500,66,1259,13-Dec-20,2020-12-13,0,1984,0,57,1175,424,990,144,382,1196,4698,17,0,3717,123,119,1181,11,33,393,621,48,1290,22,Confirmed,573,1195,23,27336,0,1424,490,2580
8,613,26,117,548,114,816,13-Dec-20,2020-12-13,0,2539,0,101,1347,740,1426,179,505,2036,5258,131,0,3083,31,102,1278,8,7,386,616,57,1468,30,Recovered,609,1276,25,30640,0,1770,396,2994
0,5,0,2,4,1,13,13-Dec-20,2020-12-13,0,33,0,1,11,8,7,4,6,5,29,0,0,70,3,0,13,0,0,5,20,0,14,0,Deceased,4,12,1,338,0,16,4,47
16,305,23,146,425,76,1615,14-Dec-20,2020-12-14,0,1376,0,112,1120,386,993,212,246,830,2707,11,0,2949,75,54,1058,5,19,332,459,21,1250,2,Confirmed,384,1141,10,21941,0,1172,577,1834
8,541,37,125,635,127,1735,14-Dec-20,2020-12-14,0,2854,1,147,1389,676,1744,201,387,2164,4481,46,0,4610,50,980,1084,25,56,389,633,50,1666,55,Recovered,631,1203,32,34421,0,1972,707,2980
0,2,0,1,4,1,19,14-Dec-20,2020-12-14,0,60,0,1,11,12,16,1,3,10,24,0,0,60,2,2,8,0,1,4,21,1,13,0,Deceased,3,14,0,354,0,11,6,43
8,500,17,142,572,62,1605,15-Dec-20,2020-12-15,0,1617,0,92,1110,435,822,209,346,1185,5218,51,0,3442,66,83,1073,9,33,300,394,37,1045,25,Confirmed,491,1132,9,26251,0,1336,496,2289
7,563,21,102,624,139,2880,15-Dec-20,2020-12-15,0,2343,0,124,1236,577,1680,211,460,1594,5066,40,0,4395,128,141,1347,24,31,392,754,47,1722,33,Recovered,596,1210,25,33853,0,1852,524,2965
0,5,0,1,4,2,19,15-Dec-20,2020-12-15,0,41,0,3,11,11,18,1,10,11,33,0,0,70,1,3,13,0,0,4,19,1,13,1,Deceased,3,10,0,384,0,20,11,45
8,478,21,97,565,67,1661,16-Dec-20,2020-12-16,0,1547,1,91,1160,484,807,190,332,1240,6185,21,0,-5914,65,81,1079,31,26,407,330,32,1247,33,Confirmed,536,1181,24,18172,0,1199,567,2293
10,715,14,90,466,75,1820,16-Dec-20,2020-12-16,0,2734,4,104,1384,1046,1452,180,415,1403,5728,110,0,3887,66,227,1257,13,23,358,573,28,2237,19,Recovered,622,1240,30,33360,0,1765,498,2767
0,3,0,3,3,0,10,16-Dec-20,2020-12-16,0,32,0,3,10,12,14,3,5,6,27,0,0,95,2,2,8,0,1,5,18,1,10,2,Deceased,3,12,2,356,0,15,3,46
10,534,29,106,588,62,1584,17-Dec-20,2020-12-17,0,1363,1,88,1115,463,714,211,385,1236,4969,5,0,3880,69,81,1161,5,33,351,448,40,1122,8,Confirmed,509,1174,17,26754,0,1528,620,2245
9,498,12,124,495,105,1634,17-Dec-20,2020-12-17,0,2391,2,89,1305,532,1257,164,395,1497,4970,46,0,4358,70,143,1326,16,78,376,629,32,1974,19,Recovered,517,1214,32,30891,0,1159,676,2747
0,2,0,3,5,0,11,17-Dec-20,2020-12-17,0,35,0,3,8,10,17,3,9,10,27,0,0,65,0,3,9,0,3,5,15,0,11,1,Deceased,3,11,0,342,0,20,9,44
9,458,8,102,535,74,1413,18-Dec-20,2020-12-18,0,1418,1,104,1075,482,749,274,388,1222,5456,9,0,3994,48,86,1181,9,12,358,439,48,1076,33,Confirmed,551,1134,21,26991,0,1405,580,2239
5,534,32,85,581,122,1325,18-Dec-20,2020-12-18,0,2160,6,116,1155,639,1164,195,464,1039,4701,32,0,4467,148,121,1450,18,5,363,483,38,1655,22,Recovered,682,1170,42,29879,0,1584,547,2729
0,1,0,1,4,1,7,18-Dec-20,2020-12-18,0,37,0,2,9,9,21,1,7,8,23,1,0,75,0,2,11,0,0,4,20,1,10,1,Deceased,1,12,0,342,0,16,15,42
6,479,18,96,712,65,1368,19-Dec-20,2020-12-19,0,1139,1,127,1026,385,590,247,301,1152,6293,18,0,3940,32,58,1085,16,9,356,435,45,989,122,Confirmed,627,1127,26,26834,0,1205,584,2155
7,497,11,108,793,105,1807,19-Dec-20,2020-12-19,0,2168,2,110,1252,390,1075,234,465,2147,4749,68,0,3119,61,141,1410,17,25,362,560,21,1259,25,Recovered,721,1202,30,29758,0,1544,556,2717
0,4,0,1,6,1,9,19-Dec-20,2020-12-19,0,32,0,0,7,3,13,2,4,15,29,0,0,74,0,2,15,0,0,3,19,1,9,0,Deceased,4,14,0,342,0,23,9,43
6,438,1,63,599,29,953,20-Dec-20,2020-12-20,0,1091,0,88,1010,319,577,172,257,1194,5711,9,0,3811,32,48,1069,12,1,372,337,33,978,12,Confirmed,592,1114,22,24622,0,1230,464,1978
13,589,17,64,584,84,1426,20-Dec-20,2020-12-20,0,1275,1,91,1190,1083,763,182,475,1062,4471,78,0,2064,89,134,1274,6,43,338,544,25,1326,38,Recovered,643,1198,31,25734,0,1559,347,2627
0,2,0,5,5,2,9,20-Dec-20,2020-12-20,0,26,0,3,7,6,5,0,4,5,30,0,0,98,1,1,13,0,0,4,12,2,9,1,Deceased,3,15,0,332,0,19,5,40
7,214,22,101,287,55,1258,21-Dec-20,2020-12-21,0,803,0,79,960,294,553,173,232,772,3423,7,0,2834,5,38,1035,2,16,363,336,14,913,3,Confirmed,316,1071,8,19147,0,990,448,1515
8,422,19,93,443,101,1738,21-Dec-20,2020-12-21,0,1669,0,108,1268,596,905,205,458,1261,4494,52,0,6053,72,133,1290,10,50,309,535,26,1365,17,Recovered,612,1157,29,30250,0,1397,1013,2342
1,2,1,3,6,2,18,21-Dec-20,2020-12-21,0,27,0,2,7,9,11,1,3,7,27,1,0,55,0,0,9,0,0,3,11,1,9,0,Deceased,2,12,2,302,0,16,13,41
5,402,5,75,497,56,1380,22-Dec-20,2020-12-22,0,939,1,96,988,332,534,209,308,1141,6049,10,0,3106,41,39,1005,9,8,319,287,49,807,34,Confirmed,617,1052,13,23880,0,1203,611,1653
9,412,10,113,577,79,1548,22-Dec-20,2020-12-22,0,1434,0,88,1209,423,662,246,281,1136,5057,49,0,4122,43,149,1053,13,50,388,624,19,1159,16,Recovered,635,1139,34,27032,0,1330,655,2270
0,4,0,4,4,2,13,22-Dec-20,2020-12-22,0,25,0,2,7,4,10,3,6,13,27,0,0,75,0,0,12,0,3,4,18,2,8,0,Deceased,3,17,0,329,0,12,13,38
3,379,12,95,640,82,1337,23-Dec-20,2020-12-23,0,871,0,125,958,437,495,202,250,958,6169,13,0,3913,29,104,1007,8,11,364,480,34,992,22,Confirmed,635,1066,15,24716,0,818,564,1628
12,490,22,103,309,76,1566,23-Dec-20,2020-12-23,0,1585,0,70,1309,594,647,204,338,1206,4808,46,0,7620,159,102,1223,14,50,304,582,44,937,2,Recovered,573,1131,18,29946,0,1102,547,2153
0,3,0,5,5,1,15,23-Dec-20,2020-12-23,0,18,0,2,6,5,5,0,3,9,22,0,0,93,1,1,12,1,1,3,13,0,8,1,Deceased,4,12,3,315,0,21,8,34
5,357,9,95,668,43,1232,24-Dec-20,2020-12-24,0,1063,2,90,990,374,519,177,291,1143,5177,32,0,3580,12,49,1038,15,13,263,360,40,1001,32,Confirmed,574,1035,13,23444,0,1126,436,1590
14,355,37,105,522,50,1692,24-Dec-20,2020-12-24,0,1120,0,88,1181,317,759,213,299,1268,4801,22,0,3171,28,143,1118,24,83,324,469,26,970,9,Recovered,384,1120,27,24555,0,1183,579,2054
0,4,0,4,4,1,22,24-Dec-20,2020-12-24,0,37,0,1,8,5,7,2,7,1,22,1,0,89,0,3,10,0,0,4,17,0,8,0,Deceased,2,12,1,337,0,22,11,32
11,355,0,61,640,36,853,25-Dec-20,2020-12-25,0,758,2,80,910,292,408,168,284,1005,5397,14,0,3431,29,67,1031,22,5,325,316,29,1023,20,Confirmed,518,1027,9,22349,0,1214,468,1541
6,354,16,95,489,52,1233,25-Dec-20,2020-12-25,0,1370,0,101,1114,623,637,176,409,1102,4506,50,0,1427,18,74,1234,12,36,406,412,44,987,23,Recovered,491,1103,17,22184,0,1342,271,1954
0,2,0,0,2,0,14,25-Dec-20,2020-12-25,0,30,0,0,6,3,4,0,1,5,16,0,0,71,0,3,12,0,0,3,9,0,7,0,Deceased,3,12,0,251,0,12,5,31
0,282,9,74,474,78,1045,26-Dec-20,2020-12-26,0,655,1,61,890,222,392,189,249,857,3527,39,0,2854,2,33,1006,0,2,334,305,33,785,115,Confirmed,317,1019,1,18575,0,1098,374,1253
8,442,23,105,730,68,1764,26-Dec-20,2020-12-26,0,988,2,87,1002,266,600,179,369,964,3782,31,0,1526,45,84,1129,10,2,371,564,26,990,15,Recovered,536,1098,15,21466,0,1368,416,1861
0,1,0,2,6,1,12,26-Dec-20,2020-12-26,0,23,0,3,7,11,7,2,6,7,21,0,0,60,3,0,9,0,1,4,12,1,7,0,Deceased,2,11,1,280,0,14,13,33
12,349,2,29,545,63,825,27-Dec-20,2020-12-27,0,757,1,72,850,158,362,125,260,911,4905,12,0,3314,5,53,946,4,0,303,279,48,843,46,Confirmed,472,1009,11,20333,0,900,427,1435
9,422,26,60,703,56,1134,27-Dec-20,2020-12-27,0,939,1,79,920,610,620,134,264,1214,3463,21,0,2124,27,73,1160,3,23,319,483,43,1168,16,Recovered,509,1091,23,21097,0,1391,229,1740
0,2,0,2,4,0,18,27-Dec-20,2020-12-27,0,16,0,0,7,6,9,1,2,11,25,0,0,66,0,4,18,0,0,4,18,1,6,0,Deceased,2,10,0,281,0,13,7,29
5,212,7,58,309,65,1188,28-Dec-20,2020-12-28,0,564,1,105,810,242,351,152,156,653,3047,5,0,2498,3,31,876,2,14,234,263,33,798,0,Confirmed,205,1005,7,16072,0,940,205,1028
5,410,18,90,617,46,1901,28-Dec-20,2020-12-28,0,959,0,91,1016,394,571,154,275,1178,4172,16,0,4501,30,74,1090,19,20,324,450,35,1206,15,Recovered,551,1074,16,24822,0,1585,305,1614
0,4,0,1,3,1,26,28-Dec-20,2020-12-28,0,21,0,3,6,2,8,1,6,8,14,0,0,50,0,0,9,0,1,3,13,0,7,1,Deceased,2,11,0,250,0,16,6,27
7,326,13,66,622,64,1134,29-Dec-20,2020-12-29,0,703,0,112,804,214,414,230,234,662,5887,25,0,3018,8,36,853,6,6,263,210,42,626,19,Confirmed,397,957,2,20542,0,1021,317,1244
8,364,17,87,523,81,1607,29-Dec-20,2020-12-29,0,850,1,116,999,552,544,203,299,1344,5029,12,0,5572,24,43,1122,17,6,383,377,34,1149,13,Recovered,627,1065,10,26589,0,1369,555,1587
0,2,0,2,3,0,17,29-Dec-20,2020-12-29,0,28,0,1,7,4,10,5,4,4,24,1,0,68,0,5,10,0,0,4,10,2,6,0,Deceased,2,12,0,285,0,18,6,30
5,349,2,76,474,67,1069,30-Dec-20,2020-12-30,0,677,0,97,799,220,382,223,217,973,6268,11,0,3537,21,41,866,9,4,305,361,26,770,13,Confirmed,474,945,12,21945,0,1025,449,1178
9,472,11,115,558,30,1588,30-Dec-20,2020-12-30,0,940,0,114,834,755,476,185,270,1217,5707,32,0,4913,19,80,1061,6,29,328,324,26,1142,17,Recovered,592,1060,14,26407,0,1202,724,1557
0,4,0,3,4,0,14,30-Dec-20,2020-12-30,0,21,0,2,7,6,7,2,1,7,28,0,0,90,1,1,13,0,0,3,9,0,6,1,Deceased,3,17,0,299,0,12,9,28
4,338,8,72,392,66,1035,31-Dec-20,2020-12-31,0,574,3,85,780,163,271,240,227,952,5215,19,0,3509,0,51,844,5,6,315,283,36,689,12,Confirmed,415,937,6,19026,0,0,304,1170
6,328,15,72,299,78,1518,31-Dec-20,2020-12-31,0,888,1,75,916,341,497,218,249,1282,5376,12,0,3612,0,77,866,7,21,329,453,15,957,15,Recovered,316,1038,16,21969,0,0,539,1537
0,4,0,2,4,1,21,31-Dec-20,2020-12-31,0,13,0,2,4,3,6,3,3,9,30,0,0,58,0,1,11,0,0,2,10,0,7,0,Deceased,3,13,0,244,0,0,5,29
1,326,0,40,463,51,932,01-Jan-21,2021-01-01,0,585,0,69,734,193,286,128,256,877,4991,59,0,3524,0,18,780,12,2,245,248,32,609,12,Confirmed,461,921,4,20159,0,1786,361,1153
4,350,2,82,404,64,1019,01-Jan-21,2021-01-01,0,717,0,78,907,412,533,105,248,1084,5111,9,0,4279,0,64,900,2,14,301,408,50,942,5,Recovered,617,1029,28,23838,0,2082,492,1496
0,0,0,4,3,1,4,01-Jan-21,2021-01-01,0,21,0,0,3,2,6,0,1,6,23,0,0,59,0,1,12,0,0,3,8,0,4,1,Deceased,3,13,0,237,0,27,6,26
1,238,8,38,397,66,1147,02-Jan-21,2021-01-02,0,494,0,95,741,149,239,151,244,755,5328,25,0,3218,40,37,731,3,0,251,242,10,467,10,Confirmed,293,910,8,18144,0,682,263,863
7,279,10,80,490,117,1963,02-Jan-21,2021-01-02,0,496,0,104,922,339,425,205,260,976,4985,10,0,2110,88,40,855,3,5,232,315,30,890,13,Recovered,535,1007,16,20903,0,1190,463,1443
0,3,0,2,3,1,11,02-Jan-21,2021-01-02,0,14,0,0,5,2,4,4,1,3,21,0,0,51,0,1,9,0,0,4,15,0,5,1,Deceased,2,11,0,216,0,8,7,28
1,232,5,15,282,16,714,03-Jan-21,2021-01-03,0,424,1,65,715,67,218,137,182,810,4600,6,0,3282,12,38,724,4,1,192,207,50,502,9,Confirmed,394,867,6,16678,0,737,267,896
9,352,7,60,631,54,1237,03-Jan-21,2021-01-03,0,708,3,83,938,433,450,159,205,743,4668,10,0,2064,13,33,947,18,9,244,263,38,801,33,Recovered,574,1002,14,19658,0,1179,244,1432
0,4,0,1,2,1,14,03-Jan-21,2021-01-03,0,14,0,2,4,6,2,1,1,8,25,0,0,35,0,1,14,0,0,3,12,0,5,0,Deceased,3,10,0,215,0,16,5,26
0,128,9,36,344,55,1147,04-Jan-21,2021-01-04,0,384,0,40,698,122,244,160,133,600,3021,5,0,4875,22,51,621,0,5,183,222,29,457,1,Confirmed,238,838,1,16278,0,711,301,597
2,252,15,67,430,68,1349,04-Jan-21,2021-01-04,0,727,1,88,898,304,391,232,419,1283,5145,21,0,10362,18,47,857,26,9,298,490,28,755,22,Recovered,518,985,6,29209,0,1054,695,1347
0,3,0,2,3,1,12,04-Jan-21,2021-01-04,0,12,0,2,3,2,6,1,5,3,19,0,0,29,0,3,7,0,0,2,24,2,4,0,Deceased,2,10,0,200,0,10,8,25
1,377,3,41,411,90,1021,05-Jan-21,2021-01-05,0,442,0,80,655,102,259,151,137,815,5615,16,0,3160,24,86,671,11,2,198,211,47,397,17,Confirmed,253,820,1,17909,0,729,254,812
8,278,11,50,456,116,1651,05-Jan-21,2021-01-05,0,557,1,70,868,307,300,255,215,1377,4922,22,0,2828,12,751,839,6,30,271,293,31,751,9,Recovered,317,971,11,21161,0,928,483,1166
0,4,0,3,7,1,25,05-Jan-21,2021-01-05,0,12,0,1,4,4,4,2,6,8,24,0,0,64,2,2,14,0,0,2,4,0,5,0,Deceased,3,11,0,265,0,20,9,24
0,289,9,43,408,78,1050,06-Jan-21,2021-01-06,0,654,0,92,665,105,316,194,126,784,6394,12,0,4382,19,66,730,13,17,231,258,34,436,13,Confirmed,417,811,2,20472,0,729,227,868
3,428,0,79,424,61,1042,06-Jan-21,2021-01-06,0,719,2,82,897,260,329,165,264,1238,5110,28,0,2570,14,29,633,7,22,230,235,35,564,42,Recovered,472,943,9,19689,0,1067,415,1271
0,3,0,0,5,1,10,06-Jan-21,2021-01-06,0,16,0,0,4,2,7,2,3,6,25,0,0,66,0,0,8,0,1,0,8,0,4,0,Deceased,2,11,2,222,0,9,5,22
9,295,4,57,377,43,1010,07-Jan-21,2021-01-07,0,486,0,119,667,131,274,195,127,761,5051,11,0,3729,11,47,774,9,6,230,277,35,509,14,Confirmed,379,805,8,18123,0,503,249,921
5,368,13,48,423,57,1253,07-Jan-21,2021-01-07,0,780,0,90,899,191,377,195,187,812,5638,15,0,3350,27,35,750,12,7,282,290,47,735,13,Recovered,305,911,8,20503,0,646,439,1295
0,1,0,2,4,2,7,07-Jan-21,2021-01-07,0,19,0,0,3,1,6,1,3,7,25,0,0,72,0,1,12,0,2,1,10,1,4,0,Deceased,3,12,0,233,0,10,6,18
1,319,7,50,452,54,960,08-Jan-21,2021-01-08,0,444,1,83,685,136,281,207,122,970,5142,1,0,3693,24,48,614,3,4,245,299,20,471,14,Confirmed,346,790,5,18453,0,767,269,926
2,308,9,54,504,55,759,08-Jan-21,2021-01-08,0,823,0,105,892,171,340,188,273,657,5325,13,0,2890,5,58,809,13,4,244,252,36,537,86,Recovered,397,897,9,19242,0,1001,390,1136
0,1,0,0,4,1,15,08-Jan-21,2021-01-08,0,10,0,0,3,2,3,2,4,3,23,0,0,73,2,0,9,0,1,2,15,0,0,0,Deceased,2,8,1,229,0,17,7,21
0,199,3,34,493,50,1014,09-Jan-21,2021-01-09,0,519,0,81,675,84,279,236,127,899,5528,7,0,3581,32,67,541,16,11,206,248,36,430,5,Confirmed,298,761,0,18820,0,1286,287,787
7,423,16,56,411,59,770,09-Jan-21,2021-01-09,0,603,1,89,851,175,211,205,272,872,5424,7,0,2401,24,31,826,1,25,269,301,51,1098,29,Recovered,474,882,0,19460,0,1375,243,978
0,1,0,1,2,1,15,09-Jan-21,2021-01-09,0,12,0,2,5,3,6,2,2,4,22,0,0,57,0,1,10,0,1,1,2,0,4,0,Deceased,2,7,0,213,0,24,6,20
1,227,5,25,359,44,661,10-Jan-21,2021-01-10,0,399,0,66,671,86,234,145,113,792,4545,10,0,3558,19,14,620,17,3,260,299,30,475,4,Confirmed,351,724,8,16086,0,275,223,823
2,289,3,29,408,31,962,10-Jan-21,2021-01-10,0,602,2,100,806,202,286,169,195,593,4659,16,0,2302,27,39,816,6,0,240,312,40,476,22,Recovered,415,857,10,16737,0,561,303,957
0,1,0,1,4,0,6,10-Jan-21,2021-01-10,0,12,0,1,4,1,1,2,1,2,23,0,0,34,0,0,10,1,0,0,6,2,3,0,Deceased,2,7,0,150,0,2,5,19
3,121,5,45,213,47,853,11-Jan-21,2021-01-11,0,306,2,35,615,69,244,144,113,496,3110,3,0,2438,20,33,485,1,9,244,192,22,429,1,Confirmed,224,682,0,12481,0,509,156,612
9,213,8,64,378,29,1255,11-Jan-21,2021-01-11,0,407,0,66,746,164,201,229,355,797,3922,17,0,4286,24,46,650,2,16,228,265,34,568,30,Recovered,461,869,7,18578,0,770,523,939
0,2,0,3,5,0,15,11-Jan-21,2021-01-11,0,13,0,2,3,2,6,1,1,4,20,0,0,40,0,0,7,0,0,1,2,0,2,0,Deceased,1,6,0,166,0,9,5,16
3,197,5,55,344,36,729,12-Jan-21,2021-01-12,0,386,0,92,602,75,192,127,113,751,5507,13,0,2936,20,32,471,6,10,225,254,18,293,7,Confirmed,301,671,2,15903,0,495,184,751
